Rank,Release Group,Worldwide,Domestic,Domestic_percent,Foreign,Foreign_percent,year
31,A Quiet Place,"34,09,39,361","18,80,24,361",55.10%,"15,29,15,000",44.90%,2018
32,Green Book,"32,17,52,656","8,50,80,171",26.40%,"23,66,72,485",73.60%,2018
33,Skyscraper,"30,48,68,961","6,84,20,120",22.40%,"23,64,48,841",77.60%,2018
34,Ocean's Eight,"29,77,18,711","14,02,18,711",47.10%,"15,75,00,000",52.90%,2018
35,Pacific Rim: Uprising,"29,09,30,148","5,98,74,525",20.60%,"23,10,55,623",79.40%,2018
36,Maze Runner: The Death Cure,"28,81,75,335","5,80,32,443",20.10%,"23,01,42,892",79.90%,2018
37,Tomb Raider,"27,49,50,803","5,82,50,803",21.20%,"21,67,00,000",78.80%,2018
38,Halloween,"25,54,85,178","15,93,42,015",62.40%,"9,61,43,163",37.60%,2018
39,Crazy Rich Asians,"23,90,32,921","17,45,32,921",73%,"6,45,00,000",27%,2018
40,Smallfoot,"21,79,40,103","8,32,40,103",38.20%,"13,47,00,000",61.80%,2018
41,Creed II,"21,42,15,889","11,57,15,889",54%,"9,85,00,000",46%,2018
42,Us and Them,"20,92,21,380",0,0,"20,92,21,380",100%,2018
43,The Island,"19,83,26,350","6,70,883",0.30%,"19,76,55,467",99.70%,2018
44,Christopher Robin,"19,77,44,377","9,92,15,042",50.20%,"9,85,29,335",49.80%,2018
45,The Equalizer 2,"19,04,00,157","10,20,84,362",53.60%,"8,83,15,795",46.40%,2018
46,Project Gutenberg,"18,81,16,796",0,0,"18,81,16,796",100%,2018
47,The Mule,"17,48,04,407","10,38,04,407",59.40%,"7,10,00,000",40.60%,2018
48,The Nutcracker and the Four Realms,"17,39,61,069","5,48,58,851",31.50%,"11,91,02,218",68.50%,2018
49,Insidious: The Last Key,"16,78,85,588","6,77,45,330",40.40%,"10,01,40,258",59.60%,2018
50,The Predator,"16,05,42,134","5,10,24,708",31.80%,"10,95,17,426",68.20%,2018
51,Johnny English Strikes Again,"15,89,70,776","44,12,170",2.80%,"15,45,58,606",97.20%,2018
52,Red Sparrow,"15,15,72,634","4,68,74,505",30.90%,"10,46,98,129",69.10%,2018
53,More Than Blue,"14,29,58,164","7,22,669",0.50%,"14,22,35,495",99.50%,2018
54,The First Purge,"13,70,56,262","6,94,88,745",50.70%,"6,75,67,517",49.30%,2018
55,How Long Will I Love U,"13,67,96,719","7,46,933",0.50%,"13,60,49,786",99.50%,2018
56,A Wrinkle in Time,"13,26,75,864","10,04,78,608",75.70%,"3,21,97,256",24.30%,2018
57,The House with a Clock in Its Walls,"13,14,57,147","6,85,49,695",52.10%,"6,29,07,452",47.90%,2018
58,Instant Family,"12,05,56,201","6,73,63,237",55.90%,"5,31,92,964",44.10%,2018
59,A Cool Fish,"11,81,53,135","5,51,876",0.50%,"11,76,01,259",99.50%,2018
60,Game Night,"11,76,79,066","6,91,79,066",58.80%,"4,85,00,000",41.20%,2018
61,Dragon Ball Super: Broly,"11,57,50,445","3,07,12,119",26.50%,"8,50,38,326",73.50%,2018
62,The Monkey King 3,"11,50,84,576","1,87,074",0.20%,"11,48,97,502",99.80%,2018
63,First Man,"10,56,97,415","4,49,36,545",42.50%,"6,07,60,870",57.50%,2018
64,Book Club,"10,44,38,188","6,85,66,296",65.70%,"3,58,71,892",34.30%,2018
65,Night School,"10,31,05,878","7,73,39,130",75%,"2,57,66,748",25%,2018
66,Detective Conan: Zero the Enforcer,"10,18,60,359",0,0,"10,18,60,359",100%,2018
67,Alpha,"9,96,30,675","3,58,57,181",36%,"6,37,73,494",64%,2018
68,Along With the Gods: The Last 49 Days,"9,79,62,238","12,00,246",1.20%,"9,67,61,992",98.80%,2018
69,A Simple Favor,"9,76,44,617","5,35,48,586",54.80%,"4,40,96,031",45.20%,2018
70,Boonie Bears: The Big Shrink,"9,68,45,907",0,0,"9,68,45,907",100%,2018
71,The Favourite,"9,59,18,706","3,43,66,783",35.80%,"6,15,51,923",64.20%,2018
72,Truth or Dare,"9,53,30,493","4,14,11,015",43.40%,"5,39,19,478",56.60%,2018
73,Kill Mobile,"9,48,70,905",0,0,"9,48,70,905",100%,2018
74,I Feel Pretty,"9,45,39,426","4,87,95,601",51.60%,"4,57,43,825",48.40%,2018
75,Blockers,"9,40,17,294","6,03,11,495",64.10%,"3,37,05,799",35.90%,2018
76,BlacKkKlansman,"9,34,00,823","4,92,75,340",52.80%,"4,41,25,483",47.20%,2018
77,Goosebumps 2: Haunted Halloween,"9,33,20,380","4,67,00,633",50%,"4,66,19,747",50%,2018
78,Shadow,"9,17,08,374","5,21,396",0.60%,"9,11,86,978",99.40%,2018
79,Overboard,"9,12,44,913","5,03,16,123",55.10%,"4,09,28,790",44.90%,2018
80,Sherlock Gnomes,"9,04,97,778","4,32,42,871",47.80%,"4,72,54,907",52.20%,2018
81,Detective Dee: The Four Heavenly Kings,"9,00,40,771","2,62,963",0.30%,"8,97,77,808",99.70%,2018
82,"Hello, Mrs. Money","8,68,74,070",0,0,"8,68,74,070",100%,2018
83,Robin Hood,"8,64,89,031","3,08,24,628",35.60%,"5,56,64,403",64.40%,2018
84,I Can Only Imagine,"8,60,86,881","8,34,82,352",97%,"26,04,529",3%,2018
85,Hidden Man,"8,51,70,581",0,0,"8,51,70,581",100%,2018
86,Mortal Engines,"8,36,72,673","1,59,51,040",19.10%,"6,77,21,633",80.90%,2018
87,iPartment the Movie,"8,10,96,321",0,0,"8,10,96,321",100%,2018
88,Doraemon the Movie: Nobita's Treasure Island,"8,09,20,916",0,0,"8,09,20,916",100%,2018
89,Den of Thieves,"8,05,09,622","4,49,47,622",55.80%,"3,55,62,000",44.20%,2018
90,Hereditary,"8,00,03,155","4,40,69,456",55.10%,"3,59,33,699",44.90%,2018
91,Code Blue: The Movie,"7,87,78,562",0,0,"7,87,78,562",100%,2018
92,Tag,"7,82,30,625","5,47,30,625",70%,"2,35,00,000",30%,2018
93,Sanju,"7,66,93,052","79,09,317",10.30%,"6,87,83,735",89.70%,2018
94,Vice,"7,60,73,488","4,78,36,282",62.90%,"2,82,37,206",37.10%,2018
95,Widows,"7,59,84,700","4,24,02,632",55.80%,"3,35,82,068",44.20%,2018
96,Sicario: Day of the Soldado,"7,58,37,743","5,00,72,235",66%,"2,57,65,508",34%,2018
97,Searching,"7,54,62,037","2,60,20,957",34.50%,"4,94,41,080",65.50%,2018
98,The Spy Who Dumped Me,"7,53,20,680","3,35,62,069",44.60%,"4,17,58,611",55.40%,2018
99,Animal World,"7,49,22,830",0,0,"7,49,22,830",100%,2018
100,Amazing China,"7,25,06,343",0,0,"7,25,06,343",100%,2018
101,Second Act,"7,22,82,227","3,92,82,227",54.30%,"3,30,00,000",45.70%,2018
102,Spirited Away 2018 Re0release,"7,01,86,029","11,75,067",1.70%,"6,90,10,962",98.30%,2018
103,Shoplifters,"6,79,99,335","33,13,513",4.90%,"6,46,85,822",95.10%,2018
104,12 Strong,"6,73,59,190","4,58,19,713",68%,"2,15,39,477",32%,2018
105,"Love, Simon","6,63,16,289","4,08,26,341",61.60%,"2,54,89,948",38.40%,2018
106,Mile 22,"6,63,08,758","3,61,08,758",54.50%,"3,02,00,000",45.50%,2018
107,Life of the Party,"6,56,59,911","5,30,59,911",80.80%,"1,26,00,000",19.20%,2018
108,L Storm,"6,45,17,456",0,0,"6,45,17,456",100%,2018
109,Capernaum,"6,44,17,003","16,61,096",2.60%,"6,27,55,907",97.40%,2018
110,Isle of Dogs,"6,42,41,499","3,20,15,231",49.80%,"3,22,26,268",50.20%,2018
111,Andhadhun,"6,24,75,342","11,93,046",1.90%,"6,12,82,296",98.10%,2018
112,Adrift,"5,99,45,012","3,14,45,012",52.50%,"2,85,00,000",47.50%,2018
113,The 15:17 to Paris,"5,71,76,286","3,62,76,286",63.40%,"2,09,00,000",36.60%,2018
114,A or B,"5,62,39,049",0,0,"5,62,39,049",100%,2018
115,Go Brother!,"5,46,63,060",0,0,"5,46,63,060",100%,2018
116,Early Man,"5,46,22,814","82,67,544",15.10%,"4,63,55,270",84.90%,2018
117,Peppermint,"5,39,18,723","3,54,18,723",65.70%,"1,85,00,000",34.30%,2018
118,Teen Titans GO! To the Movies,"5,23,90,236","2,97,90,236",56.90%,"2,26,00,000",43.10%,2018
119,Slender Man,"5,17,38,549","3,05,69,484",59.10%,"2,11,69,065",40.90%,2018
120,Breaking In,"5,14,11,620","4,68,40,590",91.10%,"45,71,030",8.90%,2018
121,Cry Me a Sad River,"5,14,00,614",0,0,"5,14,00,614",100%,2018
122,Once Upon a Deadpool 2018 Re0release,"5,13,49,833","61,00,309",11.90%,"4,52,49,524",88.10%,2018
123,Simmba,"5,13,29,025","51,02,129",9.90%,"4,62,26,896",90.10%,2018
124,Family is Family,"4,99,54,866",0,0,"4,99,54,866",100%,2018
125,Death Wish,"4,95,62,710","3,40,17,028",68.60%,"1,55,45,682",31.40%,2018
126,The Magic Tuche,"4,74,27,990",0,0,"4,74,27,990",100%,2018
127,Golden Job,"4,72,87,851","2,85,795",0.60%,"4,70,02,056",99.40%,2018
128,Mary Queen of Scots,"4,67,12,809","1,64,68,499",35.30%,"3,02,44,310",64.70%,2018
129,Uncle Drew,"4,66,64,414","4,24,69,946",91%,"41,94,468",9%,2018
130,Acrimony,"4,64,03,669","4,35,49,096",93.80%,"28,54,573",6.20%,2018
131,Asterix: The Secret of the Magic Potion,"4,62,15,959","12,71,953",2.80%,"4,49,44,006",97.20%,2018
132,Bajrangi Bhaijaan 2018 Re0release,"4,55,79,004",0,0,"4,55,79,004",100%,2018
133,Winchester,"4,40,19,588","2,50,91,816",57%,"1,89,27,772",43%,2018
134,Annihilation,"4,30,70,915","3,27,32,301",76%,"1,03,38,614",24%,2018
135,The Possession of Hannah Grace,"4,30,16,528","1,48,37,422",34.50%,"2,81,79,106",65.50%,2018
136,Long Day's Journey Into Night,"4,21,40,994","5,21,365",1.20%,"4,16,19,629",98.80%,2018
137,Overlord,"4,16,57,844","2,17,04,844",52.10%,"1,99,53,000",47.90%,2018
138,The Great Battle,"4,15,09,280","4,72,166",1.10%,"4,10,37,114",98.90%,2018
139,The Darkest Minds,"4,11,42,379","1,26,95,691",30.90%,"2,84,46,688",69.10%,2018
140,"Lost, Found","4,10,43,552",0,0,"4,10,43,552",100%,2018
141,Holmes & Watson,"4,04,66,970","3,05,73,626",75.60%,"98,93,344",24.40%,2018
142,Intimate Strangers,"3,95,76,060",0,0,"3,95,76,060",100%,2018
143,Thugs of Hindostan,"3,95,70,044","14,49,848",3.70%,"3,81,20,196",96.30%,2018
144,Sink or Swim,"3,91,93,850",0,0,"3,91,93,850",100%,2018
145,Show Dogs,"3,91,56,854","1,78,57,020",45.60%,"2,12,99,834",54.40%,2018
146,Believer,"3,90,47,153","3,65,639",0.90%,"3,86,81,514",99.10%,2018
147,The Spy Gone North,"3,88,44,509","5,00,803",1.30%,"3,83,43,706",98.70%,2018
148,On the Basis of Sex,"3,86,73,750","2,46,22,687",63.70%,"1,40,51,063",36.30%,2018
149,Taxi 5,"3,85,98,227",0,0,"3,85,98,227",100%,2018
150,Fat Buddies,"3,74,96,410",0,0,"3,74,96,410",100%,2018
151,Till The End Of The World,"3,70,13,733","1,18,660",0.30%,"3,68,95,073",99.70%,2018
152,2,"3,69,45,969","41,52,000",11.20%,"3,27,93,969",88.80%,2018
153,Nothing to Lose,"3,60,75,317","10,16,188",2.80%,"3,50,59,129",97.20%,2018
154,Mia and the White Lion,"3,54,87,190","3,99,471",1.10%,"3,50,87,719",98.90%,2018
155,The Girl in the Spider's Web,"3,51,64,920","1,48,41,338",42.20%,"2,03,23,582",57.80%,2018
156,The Hate U Give,"3,49,34,009","2,97,19,483",85.10%,"52,14,526",14.90%,2018
157,Nobody's Fool,"3,37,05,333","3,17,13,110",94.10%,"19,92,223",5.90%,2018
158,Baaghi 2,"3,31,39,063","13,19,579",4%,"3,18,19,484",96%,2018
159,The Hurricane Heist,"3,25,17,248","61,15,825",18.80%,"2,64,01,423",81.20%,2018
160,All About Me,"3,19,20,159",0,0,"3,19,20,159",100%,2018
161,Bad Times at the El Royale,"3,18,82,724","1,78,39,115",56%,"1,40,43,609",44%,2018
162,Beautiful Boy,"3,17,11,319","76,49,973",24.10%,"2,40,61,346",75.90%,2018
163,Hunter Killer,"3,16,72,678","1,57,67,460",49.80%,"1,59,05,218",50.20%,2018
164,Super Troopers 2,"3,16,26,386","3,06,17,396",96.80%,"10,08,990",3.20%,2018
165,The Strangers: Prey at Night,"3,10,39,126","2,45,86,708",79.20%,"64,52,418",20.80%,2018
166,Gintama 2: Rules are Made to be Broken,"3,08,96,653",0,0,"3,08,96,653",100%,2018
167,The Way of the Bug,"3,03,55,804",0,0,"3,03,55,804",100%,2018
168,Clergy,"3,01,14,115",0,0,"3,01,14,115",100%,2018
169,Ice,"2,98,06,210",0,0,"2,98,06,210",100%,2018
170,Free Solo,"2,93,90,279","1,75,41,090",59.70%,"1,18,49,189",40.30%,2018
171,Dark Figure of Crime,"2,91,76,133",0,0,"2,91,76,133",100%,2018
172,Pad Man,"2,90,45,020","16,70,192",5.80%,"2,73,74,828",94.20%,2018
173,Mirai,"2,87,56,961","8,12,794",2.80%,"2,79,44,167",97.20%,2018
174,Default,"2,76,94,043","2,03,775",0.70%,"2,74,90,268",99.30%,2018
175,One Cut of the Dead,"2,75,90,180","52,406",0.20%,"2,75,37,774",99.80%,2018
176,The Happytime Murders,"2,75,06,452","2,07,06,452",75.30%,"68,00,000",24.70%,2018
177,Midnight Sun,"2,73,65,467","95,61,064",34.90%,"1,78,04,403",65.10%,2018
178,VIP Policeman,"2,72,22,681",0,0,"2,72,22,681",100%,2018
179,My Neighbor Totoro 2018 Re0release,"2,70,83,857","11,44,649",4.20%,"2,59,39,208",95.80%,2018
180,The Faces of My Gene,"2,67,96,279",0,0,"2,67,96,279",100%,2018
181,Badhaai Ho,"2,61,25,610",0,0,"2,61,25,610",100%,2018
182,Hichki,"2,60,55,222","3,30,279",1.30%,"2,57,24,943",98.70%,2018
183,Champions,"2,59,62,612",0,0,"2,59,62,612",100%,2018
184,White Boy Rick,"2,59,57,482","2,40,11,188",92.50%,"19,46,294",7.50%,2018
185,"Paul, Apostle of Christ","2,59,15,966","1,75,60,475",67.80%,"83,55,491",32.20%,2018
186,Keys to the Heart,"2,53,75,866","75,134",0.30%,"2,53,00,732",99.70%,2018
187,Stan & Ollie,"2,44,20,923","54,70,235",22.40%,"1,89,50,688",77.60%,2018
188,The Witch: Part 1 0 The Subversion,"2,43,40,302",0,0,"2,43,40,302",100%,2018
189,The Accidental Detective 2: In Action,"2,42,43,825","1,79,045",0.70%,"2,40,64,780",99.30%,2018
190,Killing for the Prosecution,"2,39,29,620",0,0,"2,39,29,620",100%,2018
191,Pokémon the Movie: The Power of Us,"2,37,40,788","7,89,170",3.30%,"2,29,51,618",96.70%,2018
192,The Guernsey Literary and Potato Peel Pie Society,"2,31,48,937",0,0,"2,31,48,937",100%,2018
193,The Crimes That Bind,"2,31,44,130",0,0,"2,31,44,130",100%,2018
194,New Happy Dad and Son 3: Adventure in Russia,"2,31,30,469",0,0,"2,31,30,469",100%,2018
195,Padmaavat,"2,29,91,060","1,18,46,060",51.50%,"1,11,45,000",48.50%,2018
196,Won't You Be My Neighbor?,"2,28,44,741","2,28,35,787",100%,"8,954",0,2018
197,Europe Raiders,"2,24,35,156",0,0,"2,24,35,156",100%,2018
198,Mojin: The Worm Valley,"2,23,81,583","1,01,516",0.50%,"2,22,80,067",99.50%,2018
199,Stree,"2,20,75,730",0,0,"2,20,75,730",100%,2018
0,Avengers: Endgame,"2,79,94,39,100","85,83,73,000",30.70%,"1,94,10,66,100",69.30%,2019
1,The Lion King,"1,65,69,43,394","54,36,38,043",32.80%,"1,11,33,05,351",67.20%,2019
2,Frozen II,"1,45,00,26,933","47,73,73,578",32.90%,"97,26,53,355",67.10%,2019
3,Spider0Man: Far from Home,"1,13,19,27,996","39,05,32,085",34.50%,"74,13,95,911",65.50%,2019
4,Captain Marvel,"1,12,82,74,794","42,68,29,839",37.80%,"70,14,44,955",62.20%,2019
5,Joker,"1,07,87,51,311","33,54,51,311",31.10%,"74,33,00,000",68.90%,2019
6,Star Wars: Episode IX 0 The Rise of Skywalker,"1,07,41,44,248","51,52,02,542",48%,"55,89,41,706",52%,2019
7,Toy Story 4,"1,07,33,94,593","43,40,38,008",40.40%,"63,93,56,585",59.60%,2019
8,Aladdin,"1,05,06,93,953","35,55,59,216",33.80%,"69,51,34,737",66.20%,2019
9,Jumanji: The Next Level,"80,16,93,929","32,03,14,960",40%,"48,13,78,969",60%,2019
10,Fast & Furious Presents: Hobbs & Shaw,"76,07,32,926","17,39,56,935",22.90%,"58,67,75,991",77.10%,2019
11,Ne Zha,"72,60,63,471","36,95,533",0.50%,"72,23,67,938",99.50%,2019
12,The Wandering Earth,"69,98,56,699","59,71,413",0.90%,"69,38,85,286",99.10%,2019
13,How to Train Your Dragon: The Hidden World,"52,17,99,505","16,07,99,505",30.80%,"36,10,00,000",69.20%,2019
14,Maleficent: Mistress of Evil,"49,17,30,089","11,39,29,605",23.20%,"37,78,00,484",76.80%,2019
15,It Chapter Two,"47,30,93,228","21,15,93,228",44.70%,"26,15,00,000",55.30%,2019
16,"My People, My Country","45,00,64,993","23,56,683",0.50%,"44,77,08,310",99.50%,2019
17,Pokémon: Detective Pikachu,"43,33,05,346","14,41,05,346",33.30%,"28,92,00,000",66.70%,2019
18,The Secret Life of Pets 2,"43,11,64,459","15,89,80,250",36.90%,"27,21,84,209",63.10%,2019
19,The Captain,"41,72,82,021","7,06,572",0.20%,"41,65,75,449",99.80%,2019
20,Alita: Battle Angel,"40,49,80,543","8,58,38,210",21.20%,"31,91,42,333",78.80%,2019
21,Godzilla: King of the Monsters,"38,73,00,138","11,05,00,138",28.50%,"27,68,00,000",71.50%,2019
22,1917,"38,45,80,017","15,92,27,644",41.40%,"22,53,52,373",58.60%,2019
23,Once Upon a Time... in Hollywood,"37,74,26,903","14,25,02,728",37.80%,"23,49,24,175",62.20%,2019
24,Shazam!,"36,59,71,656","14,03,71,656",38.40%,"22,56,00,000",61.60%,2019
25,Dumbo,"35,32,84,621","11,47,66,307",32.50%,"23,85,18,314",67.50%,2019
26,John Wick: Chapter 3 0 Parabellum,"32,77,77,335","17,10,15,687",52.20%,"15,67,61,648",47.80%,2019
27,Crazy Alien,"32,75,98,891",0,0,"32,75,98,891",100%,2019
28,Knives Out,"31,28,97,920","16,53,63,234",52.80%,"14,75,34,686",47.20%,2019
29,Terminator: Dark Fate,"26,11,19,292","6,22,53,077",23.80%,"19,88,66,215",76.20%,2019
30,Parasite,"25,81,29,037","5,33,69,749",20.70%,"20,47,59,288",79.30%,2019
31,Us,"25,60,22,707","17,50,84,580",68.40%,"8,09,38,127",31.60%,2019
32,Pegasus,"25,58,63,112",0,0,"25,58,63,112",100%,2019
33,Men in Black: International,"25,38,90,701","8,00,01,807",31.50%,"17,38,88,894",68.50%,2019
34,X0Men: Dark Phoenix,"25,24,42,974","6,58,45,974",26.10%,"18,65,97,000",73.90%,2019
35,Glass,"24,69,99,039","11,10,48,468",45%,"13,59,50,571",55%,2019
36,The Bravest,"24,51,79,562","2,90,217",0.10%,"24,48,89,345",99.90%,2019
37,Annabelle Comes Home,"23,12,52,591","7,41,52,591",32.10%,"15,71,00,000",67.90%,2019
38,Better Days,"22,58,33,113","19,21,657",0.90%,"22,39,11,456",99.10%,2019
39,Ford v Ferrari,"22,55,08,210","11,76,24,357",52.20%,"10,78,83,853",47.80%,2019
40,Little Women,"21,88,43,645","10,81,01,214",49.40%,"11,07,42,431",50.60%,2019
41,The Addams Family,"20,30,44,905","10,00,44,905",49.30%,"10,30,00,000",50.70%,2019
42,Rocketman,"19,53,20,400","9,63,68,160",49.30%,"9,89,52,240",50.70%,2019
43,Downton Abbey,"19,46,94,725","9,68,53,865",49.70%,"9,78,40,860",50.30%,2019
44,The Lego Movie 2: The Second Part,"19,23,06,508","10,58,06,508",55%,"8,65,00,000",45%,2019
45,Weathering with You,"19,20,11,547","80,56,636",4.20%,"18,39,54,911",95.80%,2019
46,Sheep Without a Shepherd,"19,16,02,146",0,0,"19,16,02,146",100%,2019
47,The White Storm 2: Drug Lords,"18,93,96,380","6,09,461",0.30%,"18,87,86,919",99.70%,2019
48,Abominable,"18,86,23,517","6,07,16,390",32.20%,"12,79,07,127",67.80%,2019
49,Ip Man 4: The Finale,"17,63,45,966","39,56,031",2.20%,"17,23,89,935",97.80%,2019
50,Gemini Man,"17,34,69,516","4,85,46,770",28%,"12,49,22,746",72%,2019
51,Spies in Disguise,"17,16,16,764","6,67,57,013",38.90%,"10,48,59,751",61.10%,2019
52,Hustlers,"15,75,63,598","10,49,63,598",66.60%,"5,26,00,000",33.40%,2019
53,The Climbers,"15,68,92,866","4,87,157",0.30%,"15,64,05,709",99.70%,2019
54,Escape Room,"15,57,12,077","5,70,05,601",36.60%,"9,87,06,476",63.40%,2019
55,Yesterday,"15,46,08,856","7,32,86,650",47.40%,"8,13,22,206",52.60%,2019
56,The Angry Birds Movie 2,"14,77,92,047","4,16,67,116",28.20%,"10,61,24,931",71.80%,2019
57,Angel Has Fallen,"14,66,61,977","6,90,30,436",47.10%,"7,76,31,541",52.90%,2019
58,Ad Astra,"12,74,61,872","5,01,88,370",39.40%,"7,72,73,502",60.60%,2019
59,Midway,"12,73,90,389","5,68,46,802",44.60%,"7,05,43,587",55.40%,2019
60,The Upside,"12,58,52,517","10,82,52,517",86%,"1,76,00,000",14%,2019
61,Last Christmas,"12,34,46,172","3,51,50,750",28.50%,"8,82,95,422",71.50%,2019
62,The Curse of La Llorona,"12,32,33,739","5,47,33,739",44.40%,"6,85,00,000",55.60%,2019
63,Looking Up,"12,29,94,583","84,267",0,"12,29,10,316",99.90%,2019
64,Zombieland: Double Tap,"12,28,10,399","7,31,23,082",59.50%,"4,96,87,317",40.50%,2019
65,Dora and the Lost City of Gold,"12,05,97,108","6,04,77,943",50.10%,"6,01,19,165",49.90%,2019
66,Extreme Job,"11,99,32,733","15,65,885",1.30%,"11,83,66,848",98.70%,2019
67,Wonder Park,"11,95,59,110","4,52,16,793",37.80%,"7,43,42,317",62.20%,2019
68,P Storm,"11,79,91,727","3,26,711",0.30%,"11,76,65,016",99.70%,2019
69,Detective Conan: The Fist of Blue Sapphire,"11,54,48,200",0,0,"11,54,48,200",100%,2019
70,The Gentlemen,"11,51,71,795","3,64,71,795",31.70%,"7,87,00,000",68.30%,2019
71,Pet Sematary,"11,31,18,226","5,47,24,696",48.40%,"5,83,93,530",51.60%,2019
72,Boonie Bears: Blast Into the Past,"11,23,67,881",0,0,"11,23,67,881",100%,2019
73,Good Boys,"11,11,73,598","8,31,40,306",74.80%,"2,80,33,292",25.20%,2019
74,Scary Stories to Tell in the Dark,"10,45,45,505","6,89,47,075",65.90%,"3,55,98,430",34.10%,2019
75,Line Walker 2: Invisible Spy,"9,94,82,027","2,96,751",0.30%,"9,91,85,276",99.70%,2019
76,The Hustle,"9,74,09,779","3,54,17,038",36.40%,"6,19,92,741",63.60%,2019
77,The New King of Comedy,"9,56,18,308",0,0,"9,56,18,308",100%,2019
78,Adoring,"9,49,75,692",0,0,"9,49,75,692",100%,2019
79,Five Feet Apart,"9,25,54,209","4,57,29,221",49.40%,"4,68,24,988",50.60%,2019
80,Crawl,"9,15,42,097","3,90,14,193",42.60%,"5,25,27,904",57.40%,2019
81,Rambo: Last Blood,"9,14,90,353","4,48,19,352",49%,"4,66,71,001",51%,2019
82,Jojo Rabbit,"9,03,35,025","3,33,70,906",36.90%,"5,69,64,119",63.10%,2019
83,Serial (Bad) Weddings 2,"8,77,61,988",0,0,"8,77,61,988",100%,2019
84,One Piece: Stampede,"8,15,62,741","12,98,528",1.60%,"8,02,64,213",98.40%,2019
85,A Dog's Way Home,"8,07,08,134","4,20,04,346",52%,"3,87,03,788",48%,2019
86,A Dog's Journey,"7,88,70,908","2,27,82,371",28.90%,"5,60,88,537",71.10%,2019
87,Cold Pursuit,"7,64,19,755","3,21,38,862",42.10%,"4,42,80,893",57.90%,2019
88,Cats,"7,55,58,925","2,71,66,770",36%,"4,83,92,155",64%,2019
89,A Madea Family Funeral,"7,47,47,725","7,32,57,045",98%,"14,90,680",2%,2019
90,Charlie's Angels,"7,32,79,888","1,78,03,077",24.30%,"5,54,76,811",75.70%,2019
91,Doctor Sleep,"7,23,81,712","3,15,81,712",43.60%,"4,08,00,000",56.40%,2019
92,What Men Want,"7,22,16,294","5,46,11,903",75.60%,"1,76,04,391",24.40%,2019
93,Exit,"6,95,01,772","4,70,699",0.70%,"6,90,31,073",99.30%,2019
94,After,"6,94,97,587","1,21,38,565",17.50%,"5,73,59,022",82.50%,2019
95,Playing with Fire,"6,94,12,425","4,44,51,847",64%,"2,49,60,578",36%,2019
96,A Beautiful Day in the Neighborhood,"6,79,25,733","6,17,04,055",90.80%,"62,21,678",9.20%,2019
97,War,"6,71,79,155","46,54,000",6.90%,"6,25,25,155",93.10%,2019
98,Doraemon: Nobita's Chronicle of the Moon Exploration,"6,54,06,606",0,0,"6,54,06,606",100%,2019
99,Happy Death Day 2U,"6,46,00,152","2,81,48,130",43.60%,"3,64,52,022",56.40%,2019
100,White Snake,"6,20,98,770","34,730",0,"6,20,64,040",99.90%,2019
101,Bombshell,"6,14,04,394","3,17,62,808",51.70%,"2,96,41,586",48.30%,2019
102,Ashfall,"6,13,54,854","3,72,562",0.60%,"6,09,82,292",99.40%,2019
103,Ma,"6,12,20,784","4,58,96,028",75%,"1,53,24,756",25%,2019
104,My Best Summer,"6,00,11,073",0,0,"6,00,11,073",100%,2019
105,Ready or Not,"5,76,15,777","2,87,14,231",49.80%,"2,89,01,546",50.20%,2019
106,Jade Dynasty,"5,71,49,764",0,0,"5,71,49,764",100%,2019
107,The Perfect Secret,"5,65,73,047",0,0,"5,65,73,047",100%,2019
108,The Big Shot,"5,60,40,681",0,0,"5,60,40,681",100%,2019
109,Hellboy,"5,50,64,690","2,19,03,748",39.80%,"3,31,60,942",60.20%,2019
110,Les Misérables,"5,46,06,372","3,30,181",0.60%,"5,42,76,191",99.40%,2019
111,Long Shot,"5,38,73,809","3,03,16,271",56.30%,"2,35,57,538",43.70%,2019
112,Just Mercy,"5,09,01,502","3,60,01,502",70.70%,"1,49,00,000",29.30%,2019
113,Son of a Rich,"5,08,03,834",0,0,"5,08,03,834",100%,2019
114,Kingdom,"5,05,74,061",0,0,"5,05,74,061",100%,2019
115,Breakthrough,"5,04,44,358","4,07,13,082",80.70%,"97,31,276",19.30%,2019
